Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
P42658	DPP6	Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	DPP6	12	-1.587	0.000002	5428812.6	6339726.1	6130709.2	21224365.7	16588881.3	17304928.7	16800466.7	protein localization to plasma membrane [GO:0072659]; regulation of potassium ion transmembrane transport [GO:1901379]	potassium channel regulator activity [GO:0015459]; serine-type peptidase activity [GO:0008236]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]
P35611	ADD1	Alpha-adducin (Erythrocyte adducin subunit alpha)	ADD1 ADDA	11	-1.590	0.000001	8008754.0	10003096.0	8376788.2	26761199.9	23582764.2	28805730.7	26572197.6	IRE1-mediated unfolded protein response [GO:0036498]; actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; barbed-end actin filament capping [GO:0051016]; cell morphogenesis [GO:0000902]; cell volume homeostasis [GO:0006884]; cellular response to calcium ion [GO:0071277]; erythrocyte differentiation [GO:0030218]; hemoglobin metabolic process [GO:0020027]; homeostasis of number of cells within a tissue [GO:0048873]; in utero embryonic development [GO:0001701]; multicellular organism growth [GO:0035264]; positive regulation of adherens junction organization [GO:1903393]; positive regulation of establishment of endothelial barrier [GO:1903142]; positive regulation of protein binding [GO:0032092]; transmembrane transport [GO:0055085]	RNA binding [GO:0003723]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; structural molecule activity [GO:0005198]; transcription factor binding [GO:0008134]	F-actin capping protein complex [GO:0008290]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]
Q16643	DBN1	Drebrin (Developmentally-regulated brain protein)	DBN1 D0S117E	21	-1.591	0.000001	63165159.1	74127400.4	62485033.9	227730187.7	186523917.0	204551741.2	184300112.7	actin filament organization [GO:0007015]; cell communication by chemical coupling [GO:0010643]; cell communication by electrical coupling [GO:0010644]; cytoplasmic sequestering of protein [GO:0051220]; in utero embryonic development [GO:0001701]; maintenance of protein location in cell [GO:0032507]; neural precursor cell proliferation [GO:0061351]; neuron projection morphogenesis [GO:0048812]; positive regulation of axon extension [GO:0045773]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of receptor localization to synapse [GO:1902685]; positive regulation of synaptic plasticity [GO:0031915]; postsynaptic actin cytoskeleton organization [GO:0098974]; regulation of actin filament polymerization [GO:0030833]; regulation of dendrite development [GO:0050773]; regulation of neuronal synaptic plasticity [GO:0048168]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; profilin binding [GO:0005522]	actin cytoskeleton [GO:0015629]; actomyosin [GO:0042641]; cortical actin cytoskeleton [GO:0030864]; cortical cytoskeleton [GO:0030863]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; gap junction [GO:0005921]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; postsynaptic cytosol [GO:0099524]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; site of polarized growth [GO:0030427]
Q08345	DDR1	Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)	DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE	28	-1.597	0.000424	98593932.2	83607008.9	79667774.8	201775488.7	171316679.0	281828978.7	490881963.9	"axon development [GO:0061564]; branching involved in mammary gland duct morphogenesis [GO:0060444]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell-matrix adhesion [GO:0007160]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; ear development [GO:0043583]; embryo implantation [GO:0007566]; extracellular matrix organization [GO:0030198]; lactation [GO:0007595]; mammary gland alveolus development [GO:0060749]; negative regulation of cell population proliferation [GO:0008285]; neuron projection extension [GO:1990138]; peptidyl-tyrosine autophosphorylation [GO:0038083]; positive regulation of cell population proliferation [GO:0008284]; protein autophosphorylation [GO:0046777]; regulation of cell growth [GO:0001558]; regulation of cell-matrix adhesion [GO:0001952]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of extracellular matrix organization [GO:1903053]; smooth muscle cell migration [GO:0014909]; smooth muscle cell-matrix adhesion [GO:0061302]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; wound healing, spreading of cells [GO:0044319]"	ATP binding [GO:0005524]; collagen binding [GO:0005518]; metal ion binding [GO:0046872]; protein tyrosine kinase collagen receptor activity [GO:0038062]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]
Q8IY26	PLPP6	Phospholipid phosphatase 6 (EC 3.1.3.-) (Phosphatidic acid phosphatase type 2 domain-containing protein 2) (PPAP2 domain-containing protein 2) (Presqualene diphosphate phosphatase)	PLPP6 PPAPDC2	3	-1.598	0.000052	717840.8	1036819.3	1105914.3	3932106.8	2318000.3	2210855.0	3219000.0	cholesterol biosynthetic process [GO:0006695]; phospholipid dephosphorylation [GO:0046839]	hydrolase activity [GO:0016787]; lipid phosphatase activity [GO:0042577]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9H4M7	PLEKHA4	Pleckstrin homology domain-containing family A member 4 (PH domain-containing family A member 4) (Phosphoinositol 3-phosphate-binding protein 1) (PEPP-1)	PLEKHA4 PEPP1	4	-1.602	0.000019	1168931.1	646161.9	762135.2	2905569.1	2259292.6	2326113.9	2666618.6	"phosphatidylinositol biosynthetic process [GO:0006661]; positive regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000096]; positive regulation of canonical Wnt signaling pathway [GO:0090263]"	"phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]"	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]
Q96T49	PPP1R16B	Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP)	PPP1R16B ANKRD4 KIAA0823	2	-1.603	0.000002	1333743.2	1705700.7	1707437.3	5602460.1	4335322.1	4547956.0	4710069.1	establishment of endothelial barrier [GO:0061028]; negative regulation of peptidyl-serine dephosphorylation [GO:1902309]; negative regulation of protein dephosphorylation [GO:0035308]; positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:1903589]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of protein dephosphorylation [GO:0035307]; regulation of filopodium assembly [GO:0051489]; regulation of phosphatidylinositol 3-kinase signaling [GO:0014066]; regulation of protein dephosphorylation [GO:0035304]	protein phosphatase regulator activity [GO:0019888]	cell projection [GO:0042995]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q6PJG9	LRFN4	Leucine-rich repeat and fibronectin type-III domain-containing protein 4	LRFN4 SALM3	5	-1.606	0.000015	2418813.8	2242761.2	2132477.2	6794020.6	4896468.7	7415162.2	9116588.5	regulation of postsynaptic density assembly [GO:0099151]; regulation of presynapse assembly [GO:1905606]; synaptic membrane adhesion [GO:0099560]	0	GABA-ergic synapse [GO:0098982]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; plasma membrane [GO:0005886]
Q9H2E6	SEMA6A	Semaphorin-6A (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1)	SEMA6A KIAA1368 SEMAQ	38	-1.612	0.009664	125070244.3	130258061.5	110122175.8	188375856.1	184709628.2	581288594.3	939735534.2	animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; axon guidance [GO:0007411]; cell surface receptor signaling pathway [GO:0007166]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; cytoskeleton organization [GO:0007010]; negative chemotaxis [GO:0050919]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of angiogenesis [GO:0016525]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of cell adhesion involved in sprouting angiogenesis [GO:0106089]; negative regulation of sprouting angiogenesis [GO:1903671]; negative regulation of vascular endothelial growth factor signaling pathway [GO:1900747]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; positive regulation of cell migration [GO:0030335]; positive regulation of neuron migration [GO:2001224]; semaphorin-plexin signaling pathway [GO:0071526]	chemorepellent activity [GO:0045499]; semaphorin receptor binding [GO:0030215]	axon [GO:0030424]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
P26006	ITGA3	Integrin alpha-3 (CD49 antigen-like family member C) (FRP-2) (Galactoprotein B3) (GAPB3) (VLA-3 subunit alpha) (CD antigen CD49c) [Cleaved into: Integrin alpha-3 heavy chain; Integrin alpha-3 light chain]	ITGA3 MSK18	27	-1.615	0.000008	111186258.4	162197454.9	134004770.0	530225585.7	391049651.0	349805212.3	393261491.0	cell-matrix adhesion [GO:0007160]; dendritic spine maintenance [GO:0097062]; exploration behavior [GO:0035640]; extracellular matrix organization [GO:0030198]; heart development [GO:0007507]; integrin-mediated signaling pathway [GO:0007229]; leukocyte migration [GO:0050900]; lung development [GO:0030324]; maternal process involved in female pregnancy [GO:0060135]; memory [GO:0007613]; mesodermal cell differentiation [GO:0048333]; negative regulation of Rho protein signal transduction [GO:0035024]; negative regulation of cell projection organization [GO:0031345]; nephron development [GO:0072006]; neuron migration [GO:0001764]; positive regulation of cell-substrate adhesion [GO:0010811]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron projection development [GO:0010976]; positive regulation of protein localization to plasma membrane [GO:1903078]; regulation of BMP signaling pathway [GO:0030510]; regulation of Wnt signaling pathway [GO:0030111]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; renal filtration [GO:0097205]; response to drug [GO:0042493]; response to gonadotropin [GO:0034698]; skin development [GO:0043588]	collagen binding [GO:0005518]; fibronectin binding [GO:0001968]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; metal ion binding [GO:0046872]; protease binding [GO:0002020]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]	basolateral plasma membrane [GO:0016323]; cell periphery [GO:0071944]; cell surface [GO:0009986]; excitatory synapse [GO:0060076]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; filopodium membrane [GO:0031527]; focal adhesion [GO:0005925]; growth cone filopodium [GO:1990812]; integrin alpha3-beta1 complex [GO:0034667]; integrin complex [GO:0008305]; invadopodium membrane [GO:0071438]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; synaptic membrane [GO:0097060]
P26232	CTNNA2	Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein)	CTNNA2 CAPR	4	-1.615	0.000099	69113840.9	31575096.4	34185374.4	141540753.7	108810080.4	122037427.2	147259359.0	axonogenesis [GO:0007409]; brain morphogenesis [GO:0048854]; cell-cell adhesion [GO:0098609]; dendrite morphogenesis [GO:0048813]; modification of postsynaptic actin cytoskeleton [GO:0098885]; negative regulation of Arp2/3 complex-mediated actin nucleation [GO:0034316]; positive regulation of muscle cell differentiation [GO:0051149]; prepulse inhibition [GO:0060134]; radial glia guided migration of Purkinje cell [GO:0021942]; regulation of neuron migration [GO:2001222]; regulation of neuron projection development [GO:0010975]; regulation of synapse structural plasticity [GO:0051823]	actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; structural constituent of cytoskeleton [GO:0005200]	"actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of postsynaptic membrane [GO:0098890]; extrinsic component of presynaptic membrane [GO:0098888]; hippocampal mossy fiber to CA3 synapse [GO:0098686]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; parallel fiber to Purkinje cell synapse [GO:0098688]; postsynaptic density, intracellular component [GO:0099092]; presynaptic active zone cytoplasmic component [GO:0098831]"
Q9ULZ9	MMP17	Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP)	MMP17 MT4MMP	4	-1.616	0.001109	2040335.2	2291362.7	2091331.3	3622591.6	4583024.9	9790100.2	11348207.8	collagen catabolic process [GO:0030574]; drinking behavior [GO:0042756]; extracellular matrix organization [GO:0030198]; kidney development [GO:0001822]; proteolysis [GO:0006508]	enzyme activator activity [GO:0008047]; metalloaminopeptidase activity [GO:0070006]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	anchored component of membrane [GO:0031225]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q96B86	RGMA	Repulsive guidance molecule A (RGM domain family member A)	RGMA RGM	5	-1.619	0.025314	8002424.7	7898387.1	6410858.6	8293129.1	11036162.5	50924811.2	57194060.9	BMP signaling pathway [GO:0030509]; negative regulation of axon regeneration [GO:0048681]; positive regulation of transcription by RNA polymerase II [GO:0045944]	coreceptor activity [GO:0015026]; transferrin receptor binding [GO:1990459]	anchored component of membrane [GO:0031225]; endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]
Q6N022	TENM4	Teneurin-4 (Ten-4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4)	TENM4 KIAA1302 ODZ4 TNM4	28	-1.622	0.000021	22016886.8	18657567.5	19880423.2	66297832.2	64589444.4	42062376.6	81905543.7	cardiac cell fate specification [GO:0060912]; cardiac muscle cell proliferation [GO:0060038]; central nervous system myelin formation [GO:0032289]; gastrulation with mouth forming second [GO:0001702]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; neuron development [GO:0048666]; positive regulation of gastrulation [GO:2000543]; positive regulation of myelination [GO:0031643]; positive regulation of oligodendrocyte differentiation [GO:0048714]; regulation of myelination [GO:0031641]; signal transduction [GO:0007165]	cell adhesion molecule binding [GO:0050839]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]	cytoplasm [GO:0005737]; integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q7Z3B1	NEGR1	Neuronal growth regulator 1 (IgLON family member 4)	NEGR1 IGLON4 UNQ2433/PRO4993	3	-1.622	0.000024	1544624.5	1921521.9	1677396.3	4412949.1	4088289.0	5532605.6	7652525.9	cell-cell adhesion [GO:0098609]; feeding behavior [GO:0007631]; locomotory behavior [GO:0007626]; positive regulation of neuron projection development [GO:0010976]	0	anchored component of membrane [GO:0031225]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q16512	PKN1	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	PKN1 PAK1 PKN PRK1 PRKCL1	17	-1.625	0.000002	6863121.4	8929532.7	7234052.5	25971529.6	23471384.0	25513570.0	19683879.9	B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; activation of JUN kinase activity [GO:0007257]; epithelial cell migration [GO:0010631]; histone H3-T11 phosphorylation [GO:0035407]; hyperosmotic response [GO:0006972]; intracellular signal transduction [GO:0035556]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of protein kinase activity [GO:0006469]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]; regulation of cell motility [GO:2000145]; regulation of germinal center formation [GO:0002634]; regulation of immunoglobulin production [GO:0002637]; regulation of transcription by RNA polymerase II [GO:0006357]; renal system process [GO:0003014]; signal transduction [GO:0007165]; spleen development [GO:0048536]	ATP binding [GO:0005524]; GTP-Rho binding [GO:0017049]; Rac GTPase binding [GO:0048365]; androgen receptor binding [GO:0050681]; chromatin binding [GO:0003682]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; histone kinase activity (H3-T11 specific) [GO:0035402]; nuclear receptor transcription coactivator activity [GO:0030374]; protein kinase C activity [GO:0004697]; protein kinase C binding [GO:0005080]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]	cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; midbody [GO:0030496]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q8N158	GPC2	Glypican-2 [Cleaved into: Secreted glypican-2]	GPC2	7	-1.627	0.025090	3976027.8	4912497.3	3647895.9	5750155.2	5033308.6	26941758.0	34435191.2	cell migration [GO:0016477]; glycosaminoglycan biosynthetic process [GO:0006024]; glycosaminoglycan catabolic process [GO:0006027]; neuron differentiation [GO:0030182]; positive regulation of neuron projection development [GO:0010976]; regulation of protein localization to membrane [GO:1905475]; regulation of signal transduction [GO:0009966]; retinoid metabolic process [GO:0001523]; smoothened signaling pathway [GO:0007224]	0	Golgi lumen [GO:0005796]; anchored component of plasma membrane [GO:0046658]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosomal lumen [GO:0043202]; plasma membrane [GO:0005886]; synapse [GO:0045202]
P18206	VCL	Vinculin (Metavinculin) (MV)	VCL	38	-1.634	0.000144	14184416.7	16991890.5	14060349.1	40084623.6	41986334.4	83426551.1	33622003.8	adherens junction assembly [GO:0034333]; apical junction assembly [GO:0043297]; axon extension [GO:0048675]; cell adhesion [GO:0007155]; cell-matrix adhesion [GO:0007160]; epithelial cell-cell adhesion [GO:0090136]; lamellipodium assembly [GO:0030032]; morphogenesis of an epithelium [GO:0002009]; muscle contraction [GO:0006936]; negative regulation of cell migration [GO:0030336]; neutrophil degranulation [GO:0043312]; platelet aggregation [GO:0070527]; platelet degranulation [GO:0002576]; protein localization to cell surface [GO:0034394]	actin binding [GO:0003779]; alpha-catenin binding [GO:0045294]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; dystroglycan binding [GO:0002162]; structural molecule activity [GO:0005198]; ubiquitin protein ligase binding [GO:0031625]	adherens junction [GO:0005912]; brush border [GO:0005903]; cell [GO:0005623]; cell-cell adherens junction [GO:0005913]; cell-cell junction [GO:0005911]; cell-substrate junction [GO:0030055]; costamere [GO:0043034]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular vesicle [GO:1903561]; fascia adherens [GO:0005916]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; inner dense plaque of desmosome [GO:0090637]; membrane raft [GO:0045121]; outer dense plaque of desmosome [GO:0090636]; plasma membrane [GO:0005886]; podosome [GO:0002102]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; secretory granule lumen [GO:0034774]; specific granule lumen [GO:0035580]; terminal web [GO:1990357]; zonula adherens [GO:0005915]
Q13464	ROCK1	"Rho-associated protein kinase 1 (EC 2.7.11.1) (Renal carcinoma antigen NY-REN-35) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)"	ROCK1	52	-1.636	0.000002	29287686.7	36179602.2	32214829.5	120687684.4	96615065.6	91461706.1	96826716.4	G protein-coupled receptor signaling pathway [GO:0007186]; I-kappaB kinase/NF-kappaB signaling [GO:0007249]; Rho protein signal transduction [GO:0007266]; actin cytoskeleton organization [GO:0030036]; actomyosin structure organization [GO:0031032]; aortic valve morphogenesis [GO:0003180]; apical constriction [GO:0003383]; apoptotic process [GO:0006915]; bleb assembly [GO:0032060]; cortical actin cytoskeleton organization [GO:0030866]; embryonic morphogenesis [GO:0048598]; ephrin receptor signaling pathway [GO:0048013]; leukocyte cell-cell adhesion [GO:0007159]; leukocyte migration [GO:0050900]; leukocyte tethering or rolling [GO:0050901]; mRNA destabilization [GO:0061157]; membrane to membrane docking [GO:0022614]; mitotic cytokinesis [GO:0000281]; myoblast migration [GO:0051451]; negative regulation of amyloid precursor protein catabolic process [GO:1902992]; negative regulation of amyloid-beta formation [GO:1902430]; negative regulation of angiogenesis [GO:0016525]; negative regulation of bicellular tight junction assembly [GO:1903347]; negative regulation of biomineral tissue development [GO:0070168]; negative regulation of membrane protein ectodomain proteolysis [GO:0051045]; negative regulation of myosin-light-chain-phosphatase activity [GO:0035509]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of protein binding [GO:0032091]; neuron projection arborization [GO:0140058]; neuron projection development [GO:0031175]; neutrophil degranulation [GO:0043312]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of autophagy [GO:0010508]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of connective tissue replacement [GO:1905205]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of gene expression [GO:0010628]; protein localization to plasma membrane [GO:0072659]; protein phosphorylation [GO:0006468]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of amyloid-beta formation [GO:1902003]; regulation of angiotensin-activated signaling pathway [GO:0110061]; regulation of autophagy [GO:0010506]; regulation of blood vessel diameter [GO:0097746]; regulation of cell adhesion [GO:0030155]; regulation of cell junction assembly [GO:1901888]; regulation of cell motility [GO:2000145]; regulation of establishment of cell polarity [GO:2000114]; regulation of establishment of endothelial barrier [GO:1903140]; regulation of focal adhesion assembly [GO:0051893]; regulation of keratinocyte differentiation [GO:0045616]; regulation of neuron differentiation [GO:0045664]; regulation of stress fiber assembly [GO:0051492]; regulation of synaptic vesicle endocytosis [GO:1900242]; response to angiotensin [GO:1990776]; response to transforming growth factor beta [GO:0071559]; signal transduction [GO:0007165]; smooth muscle contraction [GO:0006939]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	ATP binding [GO:0005524]; GTP-Rho binding [GO:0017049]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]	Golgi membrane [GO:0000139]; bleb [GO:0032059]; centriole [GO:0005814]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular region [GO:0005576]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; secretory granule lumen [GO:0034774]
A7MBM2	DISP2	Protein dispatched homolog 2	DISP2 C15orf36 DISPB KIAA1742 LINC00594	5	-1.636	0.000196	1302986.0	1480143.0	1236051.7	3791783.4	5095805.0	2398041.1	6414143.1	smoothened signaling pathway [GO:0007224]	0	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q8NFP9	NBEA	Neurobeachin (Lysosomal-trafficking regulator 2) (Protein BCL8B)	NBEA BCL8B KIAA1544 LYST2	15	-1.639	0.000002	1962361.5	2534181.3	2248005.8	7047663.3	6602642.5	6204804.2	8155559.6	protein localization [GO:0008104]	protein kinase binding [GO:0019901]	cytosol [GO:0005829]; endomembrane system [GO:0012505]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q15758	SLC1A5	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	SLC1A5 ASCT2 M7V1 RDR RDRC	22	-1.653	0.000001	3925164973.0	4070228289.5	3820273694.1	14751703682.9	12744547476.0	10558236090.7	11835796880.9	L-glutamine import across plasma membrane [GO:1903803]; amino acid transport [GO:0006865]; glutamine secretion [GO:0010585]; glutamine transport [GO:0006868]; neutral amino acid transport [GO:0015804]; protein homotrimerization [GO:0070207]	L-glutamine transmembrane transporter activity [GO:0015186]; L-serine transmembrane transporter activity [GO:0015194]; amino acid transmembrane transporter activity [GO:0015171]; metal ion binding [GO:0046872]; neutral amino acid transmembrane transporter activity [GO:0015175]; signaling receptor activity [GO:0038023]; symporter activity [GO:0015293]; virus receptor activity [GO:0001618]	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; melanosome [GO:0042470]; membrane [GO:0016020]; plasma membrane [GO:0005886]
